restaurant,text,taste_label,clean_label,service_label
구구족 용인기흥점,구구족 용인기흥점에서 먹은 음식이 전반적으로 입맛에 맞지 않았습니다.,부정,긍정,부정
왕십리 곱창,"왕십리 곱창은(는) 맛, 청결, 서비스 모두 만족스러웠습니다.",긍정,긍정,긍정
닭섬,닭섬은(는) 음식도 맛있고 가게도 깔끔해서 자주 오고 싶어요.,긍정,긍정,긍정
구구족 용인기흥점,구구족 용인기흥점은(는) 특별히 인상적인 맛이 아니어서 기억에 잘 남지 않았습니다.,부정,긍정,부정
향미루,향미루은(는) 음식도 맛있고 가게도 깔끔해서 자주 오고 싶어요.,긍정,긍정,긍정
김밥천국 강남대점,김밥천국 강남대점은(는) 음식 맛은 만족하지만 반찬통 관리나 태도는 실망스러웠어요.,긍정,부정,부정
본가보쌈,본가보쌈은(는) 직원분도 친절하고 음식도 빨리 나와서 좋아요.,긍정,긍정,긍정
구구족 용인기흥점,구구족 용인기흥점은(는) 가격 대비 맛이 아쉬워서 다시 방문할지는 모르겠습니다.,부정,긍정,부정
호식당,호식당은(는) 직원분도 친절하고 음식도 빨리 나와서 좋아요.,긍정,긍정,긍정
구구족 용인기흥점,매운 순살이 부드럽긴 했지만 가격 대비 양이 아쉬웠어요.,부정,긍정,부정
구갈한우국밥,구갈한우국밥은(는) 직원분도 친절하고 음식도 빨리 나와서 좋아요.,긍정,긍정,긍정
바른치킨,바른치킨에서 식사하면 항상 기분 좋게 한 끼 해결할 수 있어요.,긍정,긍정,긍정
쿠우쿠우 강남대점,쿠우쿠우 강남대점은(는) 직원분도 친절하고 음식도 빨리 나와서 좋아요.,긍정,긍정,긍정
구구족 용인기흥점,구구족 용인기흥점에서 먹은 음식이 전반적으로 입맛에 맞지 않았습니다.,부정,긍정,부정
양평해장국 기흥점,양평해장국 기흥점은(는) 음식도 맛있고 가게도 깔끔해서 자주 오고 싶어요.,긍정,긍정,긍정
카페 리엠,카페 리엠은(는) 직원분도 친절하고 음식도 빨리 나와서 좋아요.,긍정,긍정,긍정
포청천 중화요리,"포청천 중화요리은(는) 맛, 청결, 서비스 모두 만족스러웠습니다.",긍정,긍정,긍정
밀크트리 커피 & 브런치,밀크트리 커피 & 브런치에서 식사하면 항상 기분 좋게 한 끼 해결할 수 있어요.,긍정,긍정,긍정
엔제리너스,"엔제리너스은(는) 맛, 청결, 서비스 모두 만족스러웠습니다.",긍정,긍정,긍정
박가네부대찌개,"박가네부대찌개은(는) 맛, 청결, 서비스 모두 만족스러웠습니다.",긍정,긍정,긍정
놀부보쌈 & 놀부부대찌개,놀부보쌈 & 놀부부대찌개은(는) 가격 대비 퀄리티가 좋아서 친구들에게도 추천하는 곳입니다.,긍정,긍정,긍정
파스타그랑데,파스타그랑데에서 식사하면 항상 기분 좋게 한 끼 해결할 수 있어요.,긍정,긍정,긍정
신룽푸마라탕 강남대점,신룽푸마라탕 강남대점에서 식사하면 항상 기분 좋게 한 끼 해결할 수 있어요.,긍정,긍정,긍정
할리스,"할리스은(는) 맛, 청결, 서비스 모두 만족스러웠습니다.",긍정,긍정,긍정
처갓집양념치킨,"처갓집양념치킨은(는) 맛, 청결, 서비스 모두 만족스러웠습니다.",긍정,긍정,긍정
야마야라멘,야마야라멘은(는) 가격 대비 퀄리티가 좋아서 친구들에게도 추천하는 곳입니다.,긍정,긍정,긍정
크레이지컵케이크,크레이지컵케이크은(는) 가격 대비 퀄리티가 좋아서 친구들에게도 추천하는 곳입니다.,긍정,긍정,긍정
구구족 용인기흥점,구구족 용인기흥점은(는) 기대보다 맛이 많이 떨어져서 실망했어요.,부정,긍정,부정
킹콩부대찌개,킹콩부대찌개에서 식사하면 항상 기분 좋게 한 끼 해결할 수 있어요.,긍정,긍정,긍정
구갈한우국밥,구갈한우국밥에서 식사하면 항상 기분 좋게 한 끼 해결할 수 있어요.,긍정,긍정,긍정
구구족 용인기흥점,구구족 용인기흥점은(는) 기대보다 맛이 많이 떨어져서 실망했어요.,부정,긍정,부정
구구족 용인기흥점,구구족 용인기흥점은(는) 양도 애매하고 맛도 애매해서 추천하기는 힘들 것 같아요.,부정,긍정,부정
BBQ,BBQ은(는) 가격 대비 퀄리티가 좋아서 친구들에게도 추천하는 곳입니다.,긍정,긍정,긍정
미소야,미소야은(는) 음식도 맛있고 가게도 깔끔해서 자주 오고 싶어요.,긍정,긍정,긍정
피자스쿨 강남대점,피자스쿨 강남대점은(는) 직원분도 친절하고 음식도 빨리 나와서 좋아요.,긍정,긍정,긍정
메가커피 강남대점,메가커피 강남대점은(는) 직원분도 친절하고 음식도 빨리 나와서 좋아요.,긍정,긍정,긍정
할리스,할리스은(는) 음식도 맛있고 가게도 깔끔해서 자주 오고 싶어요.,긍정,긍정,긍정
야마야라멘,야마야라멘은(는) 음식도 맛있고 가게도 깔끔해서 자주 오고 싶어요.,긍정,긍정,긍정
박가네부대찌개,박가네부대찌개은(는) 가격 대비 퀄리티가 좋아서 친구들에게도 추천하는 곳입니다.,긍정,긍정,긍정
포청천 중화요리,포청천 중화요리에서 식사하면 항상 기분 좋게 한 끼 해결할 수 있어요.,긍정,긍정,긍정
구구족 용인기흥점,구구족 용인기흥점은(는) 가격 대비 맛이 아쉬워서 다시 방문할지는 모르겠습니다.,부정,긍정,부정
봉추찜닭,"봉추찜닭은(는) 맛, 청결, 서비스 모두 만족스러웠습니다.",긍정,긍정,긍정
엉클존슨부대찌개,엉클존슨부대찌개은(는) 음식도 맛있고 가게도 깔끔해서 자주 오고 싶어요.,긍정,긍정,긍정
구구족 용인기흥점,구구족 용인기흥점은(는) 양도 애매하고 맛도 애매해서 추천하기는 힘들 것 같아요.,부정,긍정,부정
달콤커피,달콤커피은(는) 가격 대비 퀄리티가 좋아서 친구들에게도 추천하는 곳입니다.,긍정,긍정,긍정
보영만두 강남대직영점,"보영만두 강남대직영점은(는) 맛, 청결, 서비스 모두 만족스러웠습니다.",긍정,긍정,긍정
그린랩,그린랩은(는) 음식도 맛있고 가게도 깔끔해서 자주 오고 싶어요.,긍정,긍정,긍정
구구족 용인기흥점,구구족 용인기흥점은(는) 특별히 인상적인 맛이 아니어서 기억에 잘 남지 않았습니다.,부정,긍정,부정
홍대돈부리 강남대점,홍대돈부리 강남대점은(는) 음식도 맛있고 가게도 깔끔해서 자주 오고 싶어요.,긍정,긍정,긍정
파스타킹,"파스타킹은(는) 맛, 청결, 서비스 모두 만족스러웠습니다.",긍정,긍정,긍정
구구족 용인기흥점,구구족 용인기흥점은(는) 특별히 인상적인 맛이 아니어서 기억에 잘 남지 않았습니다.,부정,긍정,부정
구구족 용인기흥점,구구족 용인기흥점은(는) 기대보다 맛이 많이 떨어져서 실망했어요.,부정,긍정,부정
노브랜드 커피,노브랜드 커피은(는) 직원분도 친절하고 음식도 빨리 나와서 좋아요.,긍정,긍정,긍정
구구족 용인기흥점,구구족 용인기흥점은(는) 양도 애매하고 맛도 애매해서 추천하기는 힘들 것 같아요.,부정,긍정,부정
구구족 용인기흥점,구구족 용인기흥점에서 먹은 음식이 전반적으로 입맛에 맞지 않았습니다.,부정,긍정,부정
교동짬뽕,"교동짬뽕은(는) 맛, 청결, 서비스 모두 만족스러웠습니다.",긍정,긍정,긍정
구구족 용인기흥점,구구족 용인기흥점은(는) 양도 애매하고 맛도 애매해서 추천하기는 힘들 것 같아요.,부정,긍정,부정
마라하오,마라하오은(는) 직원분도 친절하고 음식도 빨리 나와서 좋아요.,긍정,긍정,긍정
봉추찜닭,봉추찜닭은(는) 가격 대비 퀄리티가 좋아서 친구들에게도 추천하는 곳입니다.,긍정,긍정,긍정
백채김치찌개,"백채김치찌개은(는) 맛, 청결, 서비스 모두 만족스러웠습니다.",긍정,긍정,긍정
구구족 용인기흥점,구구족 용인기흥점에서 먹은 음식이 전반적으로 입맛에 맞지 않았습니다.,부정,긍정,부정
처갓집양념치킨,처갓집양념치킨은(는) 음식도 맛있고 가게도 깔끔해서 자주 오고 싶어요.,긍정,긍정,긍정
구구족 용인기흥점,구구족 용인기흥점은(는) 가격 대비 맛이 아쉬워서 다시 방문할지는 모르겠습니다.,부정,긍정,부정
엉클존슨부대찌개,"엉클존슨부대찌개은(는) 맛, 청결, 서비스 모두 만족스러웠습니다.",긍정,긍정,긍정
구구족 용인기흥점,매운 순살이 부드럽긴 했지만 가격 대비 양이 아쉬웠어요.,부정,긍정,부정
컴포즈커피 강남대,컴포즈커피 강남대은(는) 가격 대비 퀄리티가 좋아서 친구들에게도 추천하는 곳입니다.,긍정,긍정,긍정
구갈한우국밥,구갈한우국밥은(는) 음식도 맛있고 가게도 깔끔해서 자주 오고 싶어요.,긍정,긍정,긍정
삼원가든,삼원가든에서 식사하면 항상 기분 좋게 한 끼 해결할 수 있어요.,긍정,긍정,긍정
닭섬,"닭섬은(는) 맛, 청결, 서비스 모두 만족스러웠습니다.",긍정,긍정,긍정
신룽푸마라탕 강남대점,"신룽푸마라탕 강남대점은(는) 맛, 청결, 서비스 모두 만족스러웠습니다.",긍정,긍정,긍정
시천각,시천각은(는) 직원분도 친절하고 음식도 빨리 나와서 좋아요.,긍정,긍정,긍정
처갓집양념치킨,"처갓집양념치킨은(는) 맛, 청결, 서비스 모두 만족스러웠습니다.",긍정,긍정,긍정
회기연어 강남대점,"회기연어 강남대점은(는) 맛, 청결, 서비스 모두 만족스러웠습니다.",긍정,긍정,긍정
능평골돼지국밥,능평골돼지국밥은(는) 가격 대비 퀄리티가 좋아서 친구들에게도 추천하는 곳입니다.,긍정,긍정,긍정
시천각,시천각은(는) 직원분도 친절하고 음식도 빨리 나와서 좋아요.,긍정,긍정,긍정
그린랩,"그린랩은(는) 맛, 청결, 서비스 모두 만족스러웠습니다.",긍정,긍정,긍정
라샤프,"라샤프은(는) 맛, 청결, 서비스 모두 만족스러웠습니다.",긍정,긍정,긍정
컴포즈커피 강남대,컴포즈커피 강남대에서 식사하면 항상 기분 좋게 한 끼 해결할 수 있어요.,긍정,긍정,긍정
본가보쌈,"본가보쌈은(는) 맛, 청결, 서비스 모두 만족스러웠습니다.",긍정,긍정,긍정
시천각,시천각은(는) 음식도 맛있고 가게도 깔끔해서 자주 오고 싶어요.,긍정,긍정,긍정
엔타츠라멘,엔타츠라멘은(는) 음식도 맛있고 가게도 깔끔해서 자주 오고 싶어요.,긍정,긍정,긍정
김밥천국 강남대점,김밥천국 강남대점은(는) 한 끼 때우기에는 좋은데 위생과 친절이 개선되면 좋겠습니다.,긍정,부정,부정
구갈한우국밥,구갈한우국밥은(는) 가격 대비 퀄리티가 좋아서 친구들에게도 추천하는 곳입니다.,긍정,긍정,긍정
회기연어 강남대점,회기연어 강남대점은(는) 직원분도 친절하고 음식도 빨리 나와서 좋아요.,긍정,긍정,긍정
구구족 용인기흥점,매운 순살이 부드럽긴 했지만 가격 대비 양이 아쉬웠어요.,부정,긍정,부정
구구족 용인기흥점,구구족 용인기흥점은(는) 가격 대비 맛이 아쉬워서 다시 방문할지는 모르겠습니다.,부정,긍정,부정
BHC,BHC에서 식사하면 항상 기분 좋게 한 끼 해결할 수 있어요.,긍정,긍정,긍정
구구족 용인기흥점,구구족 용인기흥점은(는) 양도 애매하고 맛도 애매해서 추천하기는 힘들 것 같아요.,부정,긍정,부정
푸드카페마루,푸드카페마루은(는) 음식도 맛있고 가게도 깔끔해서 자주 오고 싶어요.,긍정,긍정,긍정
시천각,"시천각은(는) 맛, 청결, 서비스 모두 만족스러웠습니다.",긍정,긍정,긍정
엔타츠라멘,엔타츠라멘은(는) 직원분도 친절하고 음식도 빨리 나와서 좋아요.,긍정,긍정,긍정
갓덴스시,갓덴스시은(는) 직원분도 친절하고 음식도 빨리 나와서 좋아요.,긍정,긍정,긍정
메가커피 강남대점,메가커피 강남대점에서 식사하면 항상 기분 좋게 한 끼 해결할 수 있어요.,긍정,긍정,긍정
시래기 한상,시래기 한상은(는) 직원분도 친절하고 음식도 빨리 나와서 좋아요.,긍정,긍정,긍정
구구족 용인기흥점,구구족 용인기흥점은(는) 특별히 인상적인 맛이 아니어서 기억에 잘 남지 않았습니다.,부정,긍정,부정
김밥천국 강남대점,참치김밥은 맛있는데 반찬통을 계속 열어놔서 청결이 걱정됐어요.,긍정,부정,부정
카페 리엠,카페 리엠은(는) 직원분도 친절하고 음식도 빨리 나와서 좋아요.,긍정,긍정,긍정
구구족 용인기흥점,구구족 용인기흥점에서 먹은 음식이 전반적으로 입맛에 맞지 않았습니다.,부정,긍정,부정
오발탄돈까스,오발탄돈까스은(는) 직원분도 친절하고 음식도 빨리 나와서 좋아요.,긍정,긍정,긍정
달콤커피,"달콤커피은(는) 맛, 청결, 서비스 모두 만족스러웠습니다.",긍정,긍정,긍정
밀크트리 커피 & 브런치,밀크트리 커피 & 브런치은(는) 가격 대비 퀄리티가 좋아서 친구들에게도 추천하는 곳입니다.,긍정,긍정,긍정
왕십리 곱창,왕십리 곱창은(는) 가격 대비 퀄리티가 좋아서 친구들에게도 추천하는 곳입니다.,긍정,긍정,긍정
홍대돈부리 강남대점,홍대돈부리 강남대점에서 식사하면 항상 기분 좋게 한 끼 해결할 수 있어요.,긍정,긍정,긍정
무한초밥 스시노백쉐프,무한초밥 스시노백쉐프은(는) 가격 대비 퀄리티가 좋아서 친구들에게도 추천하는 곳입니다.,긍정,긍정,긍정
프레시코드 픽업스팟,"프레시코드 픽업스팟은(는) 맛, 청결, 서비스 모두 만족스러웠습니다.",긍정,긍정,긍정
구구족 용인기흥점,구구족 용인기흥점은(는) 특별히 인상적인 맛이 아니어서 기억에 잘 남지 않았습니다.,부정,긍정,부정
엔제리너스,엔제리너스은(는) 음식도 맛있고 가게도 깔끔해서 자주 오고 싶어요.,긍정,긍정,긍정
처갓집양념치킨,처갓집양념치킨은(는) 가격 대비 퀄리티가 좋아서 친구들에게도 추천하는 곳입니다.,긍정,긍정,긍정
노브랜드 커피,노브랜드 커피은(는) 음식도 맛있고 가게도 깔끔해서 자주 오고 싶어요.,긍정,긍정,긍정
할리스,할리스은(는) 직원분도 친절하고 음식도 빨리 나와서 좋아요.,긍정,긍정,긍정
구구족 용인기흥점,구구족 용인기흥점은(는) 특별히 인상적인 맛이 아니어서 기억에 잘 남지 않았습니다.,부정,긍정,부정
구구족 용인기흥점,매운 순살이 부드럽긴 했지만 가격 대비 양이 아쉬웠어요.,부정,긍정,부정
샐러디 강남대점,샐러디 강남대점은(는) 가격 대비 퀄리티가 좋아서 친구들에게도 추천하는 곳입니다.,긍정,긍정,긍정
마라하오,마라하오은(는) 가격 대비 퀄리티가 좋아서 친구들에게도 추천하는 곳입니다.,긍정,긍정,긍정
구구족 용인기흥점,구구족 용인기흥점은(는) 특별히 인상적인 맛이 아니어서 기억에 잘 남지 않았습니다.,부정,긍정,부정
구구족 용인기흥점,구구족 용인기흥점은(는) 양도 애매하고 맛도 애매해서 추천하기는 힘들 것 같아요.,부정,긍정,부정
프레시코드 픽업스팟,프레시코드 픽업스팟에서 식사하면 항상 기분 좋게 한 끼 해결할 수 있어요.,긍정,긍정,긍정
멕시카나,멕시카나은(는) 직원분도 친절하고 음식도 빨리 나와서 좋아요.,긍정,긍정,긍정
롯데리아 강남대점,롯데리아 강남대점은(는) 음식도 맛있고 가게도 깔끔해서 자주 오고 싶어요.,긍정,긍정,긍정
능평골돼지국밥,능평골돼지국밥에서 식사하면 항상 기분 좋게 한 끼 해결할 수 있어요.,긍정,긍정,긍정
미소야,미소야은(는) 가격 대비 퀄리티가 좋아서 친구들에게도 추천하는 곳입니다.,긍정,긍정,긍정
무한초밥 스시노백쉐프,무한초밥 스시노백쉐프에서 식사하면 항상 기분 좋게 한 끼 해결할 수 있어요.,긍정,긍정,긍정
마라하오,마라하오에서 식사하면 항상 기분 좋게 한 끼 해결할 수 있어요.,긍정,긍정,긍정
달콤커피,달콤커피은(는) 가격 대비 퀄리티가 좋아서 친구들에게도 추천하는 곳입니다.,긍정,긍정,긍정
구구족 용인기흥점,구구족 용인기흥점은(는) 양도 애매하고 맛도 애매해서 추천하기는 힘들 것 같아요.,부정,긍정,부정
이모네밥상,이모네밥상은(는) 음식도 맛있고 가게도 깔끔해서 자주 오고 싶어요.,긍정,긍정,긍정
롯데리아 강남대점,롯데리아 강남대점은(는) 직원분도 친절하고 음식도 빨리 나와서 좋아요.,긍정,긍정,긍정
니혼카레,니혼카레은(는) 직원분도 친절하고 음식도 빨리 나와서 좋아요.,긍정,긍정,긍정
오발탄돈까스,오발탄돈까스은(는) 직원분도 친절하고 음식도 빨리 나와서 좋아요.,긍정,긍정,긍정
크레이지컵케이크,크레이지컵케이크에서 식사하면 항상 기분 좋게 한 끼 해결할 수 있어요.,긍정,긍정,긍정
메가커피 강남대점,"메가커피 강남대점은(는) 맛, 청결, 서비스 모두 만족스러웠습니다.",긍정,긍정,긍정
구구족 용인기흥점,구구족 용인기흥점은(는) 특별히 인상적인 맛이 아니어서 기억에 잘 남지 않았습니다.,부정,긍정,부정
오발탄돈까스,오발탄돈까스은(는) 음식도 맛있고 가게도 깔끔해서 자주 오고 싶어요.,긍정,긍정,긍정
파스타킹,"파스타킹은(는) 맛, 청결, 서비스 모두 만족스러웠습니다.",긍정,긍정,긍정
신룽푸마라탕 강남대점,신룽푸마라탕 강남대점에서 식사하면 항상 기분 좋게 한 끼 해결할 수 있어요.,긍정,긍정,긍정
샐러디 강남대점,"샐러디 강남대점은(는) 맛, 청결, 서비스 모두 만족스러웠습니다.",긍정,긍정,긍정
본가보쌈,본가보쌈은(는) 가격 대비 퀄리티가 좋아서 친구들에게도 추천하는 곳입니다.,긍정,긍정,긍정
시래기 한상,시래기 한상에서 식사하면 항상 기분 좋게 한 끼 해결할 수 있어요.,긍정,긍정,긍정
엔타츠라멘,엔타츠라멘은(는) 음식도 맛있고 가게도 깔끔해서 자주 오고 싶어요.,긍정,긍정,긍정
BHC,BHC은(는) 가격 대비 퀄리티가 좋아서 친구들에게도 추천하는 곳입니다.,긍정,긍정,긍정
컴포즈커피 강남대,컴포즈커피 강남대은(는) 가격 대비 퀄리티가 좋아서 친구들에게도 추천하는 곳입니다.,긍정,긍정,긍정
구구족 용인기흥점,구구족 용인기흥점은(는) 가격 대비 맛이 아쉬워서 다시 방문할지는 모르겠습니다.,부정,긍정,부정
엔제리너스,엔제리너스에서 식사하면 항상 기분 좋게 한 끼 해결할 수 있어요.,긍정,긍정,긍정
구구족 용인기흥점,구구족 용인기흥점에서 먹은 음식이 전반적으로 입맛에 맞지 않았습니다.,부정,긍정,부정
프레시코드 픽업스팟,"프레시코드 픽업스팟은(는) 맛, 청결, 서비스 모두 만족스러웠습니다.",긍정,긍정,긍정
오발탄돈까스,"오발탄돈까스은(는) 맛, 청결, 서비스 모두 만족스러웠습니다.",긍정,긍정,긍정
메가커피 강남대점,메가커피 강남대점은(는) 가격 대비 퀄리티가 좋아서 친구들에게도 추천하는 곳입니다.,긍정,긍정,긍정
구구족 용인기흥점,구구족 용인기흥점에서 먹은 음식이 전반적으로 입맛에 맞지 않았습니다.,부정,긍정,부정
BBQ,"BBQ은(는) 맛, 청결, 서비스 모두 만족스러웠습니다.",긍정,긍정,긍정
구구족 용인기흥점,구구족 용인기흥점에서 먹은 음식이 전반적으로 입맛에 맞지 않았습니다.,부정,긍정,부정
킹콩부대찌개,킹콩부대찌개에서 식사하면 항상 기분 좋게 한 끼 해결할 수 있어요.,긍정,긍정,긍정
노브랜드 커피,노브랜드 커피은(는) 가격 대비 퀄리티가 좋아서 친구들에게도 추천하는 곳입니다.,긍정,긍정,긍정
샐러디 강남대점,샐러디 강남대점은(는) 음식도 맛있고 가게도 깔끔해서 자주 오고 싶어요.,긍정,긍정,긍정
구구족 용인기흥점,구구족 용인기흥점은(는) 가격 대비 맛이 아쉬워서 다시 방문할지는 모르겠습니다.,부정,긍정,부정
달콤커피,달콤커피은(는) 음식도 맛있고 가게도 깔끔해서 자주 오고 싶어요.,긍정,긍정,긍정
구구족 용인기흥점,구구족 용인기흥점은(는) 가격 대비 맛이 아쉬워서 다시 방문할지는 모르겠습니다.,부정,긍정,부정
투썸플레이스 강남대점,투썸플레이스 강남대점은(는) 직원분도 친절하고 음식도 빨리 나와서 좋아요.,긍정,긍정,긍정
구구족 용인기흥점,포장은 깔끔했는데 보쌈이 너무 얇고 퍽퍽해서 돈이 아까운 느낌이었습니다.,부정,긍정,부정
옛날집순대국,옛날집순대국은(는) 가격 대비 퀄리티가 좋아서 친구들에게도 추천하는 곳입니다.,긍정,긍정,긍정
밀크트리 커피 & 브런치,밀크트리 커피 & 브런치에서 식사하면 항상 기분 좋게 한 끼 해결할 수 있어요.,긍정,긍정,긍정
구구족 용인기흥점,구구족 용인기흥점은(는) 기대보다 맛이 많이 떨어져서 실망했어요.,부정,긍정,부정
니혼카레,니혼카레은(는) 가격 대비 퀄리티가 좋아서 친구들에게도 추천하는 곳입니다.,긍정,긍정,긍정
구구족 용인기흥점,구구족 용인기흥점은(는) 특별히 인상적인 맛이 아니어서 기억에 잘 남지 않았습니다.,부정,긍정,부정
파스타그랑데,"파스타그랑데은(는) 맛, 청결, 서비스 모두 만족스러웠습니다.",긍정,긍정,긍정
미소야,미소야은(는) 가격 대비 퀄리티가 좋아서 친구들에게도 추천하는 곳입니다.,긍정,긍정,긍정
청궁,청궁은(는) 맛이랑 친절도는 좋은데 매장 청결이 다소 아쉽습니다.,긍정,부정,긍정
구구족 용인기흥점,구구족 용인기흥점은(는) 양도 애매하고 맛도 애매해서 추천하기는 힘들 것 같아요.,부정,긍정,부정
오발탄돈까스,오발탄돈까스은(는) 가격 대비 퀄리티가 좋아서 친구들에게도 추천하는 곳입니다.,긍정,긍정,긍정
야마야라멘,야마야라멘은(는) 가격 대비 퀄리티가 좋아서 친구들에게도 추천하는 곳입니다.,긍정,긍정,긍정
프레시코드 픽업스팟,프레시코드 픽업스팟에서 식사하면 항상 기분 좋게 한 끼 해결할 수 있어요.,긍정,긍정,긍정
구구족 용인기흥점,매운 순살이 부드럽긴 했지만 가격 대비 양이 아쉬웠어요.,부정,긍정,부정
포케올데이,포케올데이은(는) 음식도 맛있고 가게도 깔끔해서 자주 오고 싶어요.,긍정,긍정,긍정
구구족 용인기흥점,구구족 용인기흥점은(는) 양도 애매하고 맛도 애매해서 추천하기는 힘들 것 같아요.,부정,긍정,부정
